Cluster_Names,Probabilities
A1,0.387755102040816
A2,0.0612244897959184
A3,0.551020408163265
D1,0.0807453416149068
D2,0.795031055900621
D3,0.124223602484472
G1,0.696969696969697
G2,0.121212121212121
G3,0.0121212121212121
G4,0.16969696969697
M1,0.00684931506849315
M2,0.506849315068493
M3,0.181506849315068
M4,0.304794520547945
