Cluster_Names,Probabilities
A1,0.685534591194969
A2,0.220125786163522
A3,0.0943396226415094
D1,0.58659217877095
D2,0.251396648044693
D3,0.162011173184358
G1,0.777027027027027
G2,0.114864864864865
G3,0
G4,0.108108108108108
M1,0.00914634146341463
M2,0.402439024390244
M3,0.25609756097561
M4,0.332317073170732
