Cluster_Names,Probabilities
A1,0.785714285714286
A2,0.130952380952381
A3,0.0833333333333333
D1,0.479166666666667
D2,0.244791666666667
D3,0.276041666666667
G1,0.832258064516129
G2,0.0774193548387097
G3,0
G4,0.0903225806451613
M1,0.023728813559322
M2,0.376271186440678
M3,0.11864406779661
M4,0.48135593220339
