clusterLabels,clusterX,clusterY
aladdin 03-04-2022.mat,10.9979911385581,1.85851527185287
aladdin 04-08-2022.mat,10.5727156033298,2.18701879940219
aladdin 05-03-2022.mat,9.59192294656383,1.4265384281216
aladdin 05-04-2022.mat,9.59192294656383,1.4265384281216
aladdin 05-19-2022.mat,10.0138986397208,1.71886617472612
alexis 01-12-2022.mat,9.91721497531749,1.78229497648758
alexis 01-26-2022.mat,10.3173703622166,1.54985572829797
alexis 02-01-2022.mat,6.74526271096231,-0.00492612760795211
alexis 04-19-2022.mat,10.6199444153355,2.05412901077433
alexis 04-28-2022.mat,8.50113396530473,0.725386493906829
andrea 04-20-2022.mat,10.5040701118844,1.72499966924798
andrea 05-02-2022.mat,10.3702295517262,1.20317314267956
andrea 11-11-2021.mat,10.4060178503522,1.08059302304199
carl 04-12-2022.mat,9.21131682867208,0.715144135568093
carl 04-27-2022.mat,11.0647923549947,1.59493043339508
carl 05-13-2022.mat,9.57381763804244,-0.296370868862879
carl 11-10-2021.mat,10.6083250464521,1.82946419378863
fiona 02-01-2022.mat,10.234892808637,1.8106683449134
fiona 04-15-2022.mat,10.3786861946003,1.86268478113148
fiona 04-16-2022.mat,9.79480583508076,1.1913334428713
harley 11-24-2021.mat,11.2742506703439,2.49172772163109
jafar 04-14-2022.mat,9.52244514728496,1.43727794501568
jafar 04-16-2022.mat,9.56106114966844,2.11885162497554
jimi 01-05-2022.mat,10.9705050852144,2.26323425807443
jimi 04-08-2022.mat,9.90117261914161,0.28537652616442
jimi 04-16-2022.mat,8.71401598475525,0.960735639624547
jimi 11-11-2021.mat,10.3382333729544,1.71237987432594
jimi 11-30-2021.mat,8.42375171562644,-0.258531824247964
jimi 12-13-2021.mat,10.1243296304367,1.251412632443
johnny 04-16-2022.mat,9.6210377790851,2.0168549421314
johnny 05-18-2022.mat,9.32901260116921,2.10053185460427
johnny 11-21-2021.mat,10.5411578698398,1.58252992414855
johnny 12-15-2021.mat,10.7086674966071,2.14642149734506
jr 02-16-2022.mat,10.5944666567999,1.91786946648233
jr 02-18-2022.mat,10.6179440649737,1.95835200938857
jr 04-08-2022.mat,9.79000092757563,2.74342297675521
jr 04-16-2022.mat,9.30628579598094,1.79317255338912
jr 04-22-2022.mat,10.2872197335813,1.98129914013786
jr 04-26-2022.mat,10.5245336638314,2.1214150400204
jr 11-23-2021.mat,9.03078037431027,0.234913677029546
juana 01-26-2022.mat,10.3185771604717,1.04113651532205
juana 05-17-2022.mat,9.5132650997944,1.92177485507482
juana 12-13-2021.mat,9.99248671807436,1.11988924236395
kobe 04-13-2022.mat,10.5120028423504,2.52544258794433
kobe 04-15-2022.mat,9.84168114575047,2.64156971425568
kobe 04-26-2022.mat,9.03671696907243,2.60154854945116
kobe 05-04-2022.mat,10.6124356145612,2.43989044947094
kobe 05-06-2022.mat,7.61615912357103,2.68484535759879
kryssia 05-18-2022.mat,9.44964049021471,2.26575520180627
kryssia 12-06-2021.mat,6.07904697374322,2.23436700694671
mike 04-11-2022.mat,10.3019938903509,1.09327218279034
mike 05-23-2022.mat,10.4940654396649,2.18191880330959
mike 11-17-2021.mat,10.200420798477,1.70202207295743
mike 11-20-2021.mat,10.200420798477,1.70202207295743
mike 12-01-2021.mat,10.2058676758733,1.53985443604632
mike 12-14-2021.mat,10.2058676758733,1.53985443604632
neftali 01-12-2022.mat,10.0037077881872,1.66733537809804
neftali 04-18-2022.mat,11.0656265586694,2.78441060779764
raissa 04-03-2022.mat,11.1818120572446,2.15840523426227
raissa 05-17-2022.mat,10.1790106787013,1.02249132523097
raven 03-22-2022.mat,8.87069982292015,-0.00585802778192237
raven 11-22-2021.mat,9.91487478102579,0.586792072862459
sarah 01-12-2022.mat,10.542097561187,1.34175327418704
sarah 04-03-2022.mat,10.4419177975716,1.39069261705959
sarah 04-28-2022.mat,10.6190151198131,1.96120443782521
sarah 11-19-2021.mat,11.1998646085436,2.29037577761038
scar 04-16-2022.mat,9.66628666912311,1.80733962187046
scar 04-22-2022.mat,10.5407532617025,2.19257683341096
scar 05-10-2022.mat,10.380416854234,1.31557145116255
scar 11-30-2021.mat,10.593725526043,1.63746450983396
shakira 05-02-2022.mat,10.4484253472477,1.44347023028598
simba 01-03-2022.mat,10.2078929367244,1.49218630796979
simba 11-30-2021.mat,10.3008163952353,1.481511978187
sully 04-16-2022.mat,9.55038311229575,2.45366855687709
sully 04-22-2022.mat,10.3278744962141,1.55944964936403
sully 11-16-2021.mat,11.9613939871104,2.3943540293346
sully 11-20-2021.mat,10.9056173458935,1.87601825849446
