Cluster_Names,Probabilities
A1,0.037037037037037
A2,0.395061728395062
A3,0.567901234567901
D1,0.159090909090909
D2,0.75
D3,0.0909090909090909
G1,0.648148148148148
G2,0.166666666666667
G3,0.037037037037037
G4,0.148148148148148
J1,0.0833333333333333
J2,0.566666666666667
J3,0
J4,0.35
M1,0.0175438596491228
M2,0.412280701754386
M3,0.192982456140351
M4,0.37719298245614
